Iteration,S,E,I,R
0,19969,11,16,4
1,19954,21,19,6
2,19942,25,24,9
3,19922,36,33,9
4,19882,66,40,12
5,19844,78,63,15
6,19795,109,74,22
7,19729,146,93,32
8,19649,188,118,45
9,19522,256,158,64
10,19368,341,204,87
11,19208,400,274,118
12,18958,533,349,160
13,18660,681,465,194
14,18254,907,571,268
15,17747,1144,760,349
16,17159,1434,962,445
17,16424,1761,1237,578
18,15575,2118,1580,727
19,14516,2570,1997,917
20,13311,3033,2501,1155
21,11951,3514,3041,1494
22,10488,3968,3660,1884
23,8974,4364,4283,2379
24,7488,4595,4954,2963
25,6105,4642,5681,3572
26,4810,4619,6273,4298
27,3730,4399,6793,5078
28,2865,4047,7143,5945
29,2160,3641,7325,6874
30,1630,3130,7410,7830
31,1263,2603,7334,8800
32,934,2202,7115,9749
33,769,1759,6853,10619
34,658,1397,6426,11519
35,554,1133,5953,12360
36,481,962,5455,13102
37,432,776,4925,13867
38,390,627,4449,14534
39,390,519,4011,15080
40,391,411,3612,15586
41,400,338,3231,16031
42,425,283,2887,16405
43,436,239,2592,16733
44,464,202,2295,17039
45,486,179,2051,17284
46,514,172,1816,17498
47,526,150,1639,17685
48,562,134,1467,17837
49,615,119,1298,17968
50,647,118,1133,18102
51,687,106,1004,18203
52,721,94,899,18286
53,770,87,815,18328
54,818,69,745,18368
55,863,77,643,18417
56,914,71,560,18455
57,959,76,502,18463
58,1004,70,451,18475
59,1056,68,397,18479
60,1121,65,370,18444
61,1166,61,323,18450
62,1235,54,288,18423
63,1288,53,263,18396
64,1331,51,247,18371
65,1390,46,233,18331
66,1443,47,212,18298
67,1491,43,203,18263
68,1551,44,182,18223
69,1610,45,163,18182
70,1660,36,152,18152
71,1722,30,138,18110
72,1783,34,126,18057
73,1828,30,117,18025
74,1873,31,102,17994
75,1926,31,98,17945
76,1970,29,90,17911
77,2020,34,79,17867
78,2074,29,68,17829
79,2130,27,66,17777
80,2175,20,69,17736
81,2221,21,66,17692
82,2287,16,64,17633
83,2333,17,55,17595
84,2400,13,54,17533
85,2462,12,50,17476
86,2517,18,41,17424
87,2566,15,44,17375
88,2600,14,41,17345
89,2655,9,40,17296
90,2712,12,38,17238
91,2765,13,33,17189
92,2829,11,33,17127
93,2876,9,32,17083
94,2934,11,28,17027
95,2976,12,23,16989
96,3027,12,21,16940
97,3070,12,19,16899
98,3115,11,20,16854
99,3180,8,20,16792
100,3242,9,20,16729
101,3291,8,23,16678
102,3334,11,22,16633
103,3381,10,22,16587
104,3436,12,18,16534
105,3486,11,19,16484
106,3535,15,16,16434
107,3593,15,17,16375
108,3646,17,19,16318
109,3683,16,21,16280
110,3732,13,19,16236
111,3782,9,22,16187
112,3841,6,17,16136
113,3888,7,16,16089
114,3936,12,15,16037
115,3979,11,13,15997
116,4020,12,12,15956
117,4067,9,17,15907
118,4098,8,17,15877
119,4139,10,17,15834
120,4187,11,17,15785
121,4235,10,17,15738
122,4281,10,17,15692
123,4326,9,21,15644
124,4371,8,21,15600
125,4412,7,22,15559
126,4453,8,21,15518
127,4501,9,20,15470
128,4557,6,21,15416
129,4590,8,21,15381
130,4620,11,19,15350
131,4669,10,22,15299
132,4700,18,20,15262
133,4744,10,28,15218
134,4784,11,28,15177
135,4835,12,29,15124
136,4886,10,28,15076
137,4927,13,28,15032
138,4951,18,30,15001
139,4992,20,31,14957
140,5030,21,27,14922
141,5071,19,31,14879
142,5106,19,31,14844
143,5143,15,33,14809
144,5194,16,33,14757
145,5230,16,34,14720
146,5257,22,34,14687
147,5293,24,33,14650
148,5321,24,40,14615
149,5354,20,43,14583
150,5395,24,45,14536
151,5426,24,44,14506
152,5470,22,47,14461
153,5505,19,49,14427
154,5538,20,49,14393
155,5572,19,49,14360
156,5614,20,50,14316
157,5649,27,44,14280
158,5679,31,42,14248
159,5702,33,48,14217
160,5728,40,49,14183
161,5757,45,49,14149
162,5785,44,50,14121
163,5820,43,56,14081
164,5857,43,54,14046
165,5889,47,55,14009
166,5924,46,62,13968
167,5944,51,60,13945
168,5966,53,62,13919
169,6008,54,64,13874
170,6032,60,70,13838
171,6060,58,83,13799
172,6087,63,91,13759
173,6097,75,90,13738
174,6114,73,103,13710
175,6121,80,115,13684
176,6149,86,116,13649
177,6165,82,136,13617
178,6163,84,150,13603
179,6175,89,154,13582
180,6180,103,150,13567
181,6178,110,169,13543
182,6192,110,166,13532
183,6181,114,172,13533
184,6172,128,187,13513
185,6167,129,209,13495
186,6160,135,217,13488
187,6149,148,228,13475
188,6136,157,240,13467
189,6130,170,228,13472
190,6110,182,244,13464
191,6077,191,276,13456
192,6040,205,299,13456
193,6012,208,330,13450
194,5950,247,350,13453
195,5896,270,387,13447
