Iteration,S,E,I,R
0,19967,13,17,3
1,19960,16,17,7
2,19949,24,17,10
3,19937,28,21,14
4,19918,40,23,19
5,19891,55,35,19
6,19864,63,50,23
7,19805,103,61,31
8,19725,159,76,40
9,19644,197,108,51
10,19560,224,147,69
11,19404,302,217,77
12,19224,399,269,108
13,19017,492,336,155
14,18730,637,435,198
15,18367,821,553,259
16,17900,1044,729,327
17,17303,1349,920,428
18,16587,1668,1183,562
19,15770,2022,1489,719
20,14755,2453,1866,926
21,13517,2979,2370,1134
22,12170,3500,2874,1456
23,10792,3926,3456,1826
24,9295,4338,4132,2235
25,7845,4611,4795,2749
26,6417,4740,5473,3370
27,5119,4701,6046,4134
28,3996,4512,6560,4932
29,3076,4182,7047,5695
30,2299,3820,7184,6697
31,1731,3334,7299,7636
32,1321,2845,7295,8539
33,1014,2353,7160,9473
34,811,1897,6935,10357
35,648,1546,6521,11285
36,551,1270,6061,12118
37,493,1003,5574,12930
38,438,796,5163,13603
39,420,630,4717,14233
40,409,533,4298,14760
41,415,430,3859,15296
42,397,383,3421,15799
43,418,304,3095,16183
44,430,256,2778,16536
45,453,223,2487,16837
46,479,196,2180,17145
47,480,181,1966,17373
48,497,160,1746,17597
49,520,151,1535,17794
50,563,121,1384,17932
51,593,105,1248,18054
52,639,94,1112,18155
53,682,91,973,18254
54,713,91,849,18347
55,771,77,759,18393
56,826,85,664,18425
57,875,71,608,18446
58,933,61,543,18463
59,990,57,512,18441
60,1045,62,433,18460
61,1088,53,392,18467
62,1131,49,360,18460
63,1185,44,323,18448
64,1251,36,292,18421
65,1297,44,261,18398
66,1350,41,246,18363
67,1401,42,237,18320
68,1447,37,211,18305
69,1507,36,197,18260
70,1550,33,187,18230
71,1593,40,174,18193
72,1648,33,164,18155
73,1701,33,152,18114
74,1747,35,145,18073
75,1801,31,138,18030
76,1855,27,128,17990
77,1904,34,111,17951
78,1960,38,104,17898
79,2004,35,104,17857
80,2052,23,102,17823
81,2094,23,91,17792
82,2145,23,83,17749
83,2203,25,79,17693
84,2252,23,77,17648
85,2299,20,72,17609
86,2344,23,65,17568
87,2409,20,61,17510
88,2468,19,61,17452
89,2509,22,57,17412
90,2567,24,52,17357
91,2626,19,48,17307
92,2679,14,50,17257
93,2732,14,46,17208
94,2784,17,46,17153
95,2829,17,41,17113
96,2875,22,35,17068
97,2928,13,42,17017
98,2963,18,36,16983
99,3010,14,33,16943
100,3060,16,35,16889
101,3120,15,35,16830
102,3168,12,35,16785
103,3213,14,35,16738
104,3260,15,33,16692
105,3307,15,32,16646
106,3353,20,32,16595
107,3386,19,34,16561
108,3451,16,36,16497
109,3494,23,34,16449
110,3536,16,39,16409
111,3584,20,37,16359
112,3633,20,38,16309
113,3682,16,41,16261
114,3743,13,40,16204
115,3785,17,43,16155
116,3829,18,48,16105
117,3870,20,48,16062
118,3900,19,50,16031
119,3939,28,47,15986
120,3989,21,52,15938
121,4030,19,53,15898
122,4058,24,53,15865
123,4095,26,52,15827
124,4122,28,54,15796
125,4166,33,50,15751
126,4205,31,50,15714
127,4237,36,55,15672
128,4267,42,51,15640
129,4295,39,56,15610
130,4330,46,49,15575
131,4361,34,61,15544
132,4410,34,62,15494
133,4443,33,62,15462
134,4481,43,55,15421
135,4516,44,54,15386
136,4545,45,56,15354
137,4588,44,59,15309
138,4610,42,72,15276
