Iteration,S,E,I,R
0,19967,13,19,1
1,19953,19,24,4
2,19932,34,28,6
3,19913,45,31,11
4,19877,65,43,15
5,19831,92,61,16
6,19772,130,74,24
7,19693,179,96,32
8,19599,219,137,45
9,19479,283,174,64
10,19320,365,227,88
11,19118,463,304,115
12,18859,593,400,148
13,18538,762,484,216
14,18104,981,631,284
15,17595,1233,800,372
16,17007,1484,1028,481
17,16265,1813,1309,613
18,15382,2212,1624,782
19,14340,2623,2022,1015
20,13179,3013,2516,1292
21,11825,3517,3030,1628
22,10365,3993,3608,2034
23,8887,4349,4235,2529
24,7488,4518,4895,3099
25,6124,4613,5520,3743
26,4850,4598,6064,4488
27,3813,4350,6528,5309
28,2983,3939,6941,6137
29,2242,3583,7163,7012
30,1719,3104,7193,7984
31,1338,2641,7076,8945
32,1051,2233,6855,9861
33,842,1850,6546,10762
34,676,1520,6209,11595
35,559,1254,5843,12344
36,484,1015,5386,13115
37,423,817,4922,13838
38,408,642,4516,14434
39,376,535,4053,15036
40,375,436,3693,15496
41,380,342,3327,15951
42,396,288,2962,16354
43,421,252,2638,16689
44,444,218,2343,16995
45,473,190,2048,17289
46,502,163,1837,17498
47,542,142,1627,17689
48,553,134,1455,17858
49,590,121,1285,18004
50,624,118,1140,18118
51,674,98,1031,18197
52,736,85,911,18268
53,765,90,810,18335
54,790,96,737,18377
55,832,90,658,18420
56,886,75,592,18447
57,934,81,532,18453
58,987,64,495,18454
59,1035,56,448,18461
60,1078,58,396,18468
61,1126,66,354,18454
62,1161,65,317,18457
63,1223,51,292,18434
64,1275,51,260,18414
65,1331,47,230,18392
66,1393,43,208,18356
67,1448,33,207,18312
68,1493,29,190,18288
69,1546,27,165,18262
70,1601,30,146,18223
71,1649,35,128,18188
72,1710,33,121,18136
73,1759,33,112,18096
74,1826,27,109,18038
75,1903,25,99,17973
76,1954,21,87,17938
77,2011,22,82,17885
78,2067,19,70,17844
79,2131,17,62,17790
80,2198,13,61,17728
81,2263,12,57,17668
82,2309,13,45,17633
83,2365,14,45,17576
84,2420,19,42,17519
85,2487,18,42,17453
86,2547,13,46,17394
87,2598,17,47,17338
88,2649,12,51,17288
89,2697,11,53,17239
90,2760,12,50,17178
91,2804,16,46,17134
92,2860,15,44,17081
93,2914,15,45,17026
94,2967,14,42,16977
95,3013,17,41,16929
96,3063,17,33,16887
97,3116,21,27,16836
98,3165,20,26,16789
99,3208,16,28,16748
100,3257,16,30,16697
101,3306,18,31,16645
102,3351,16,29,16604
103,3390,18,34,16558
104,3445,17,35,16503
105,3496,15,37,16452
106,3547,15,37,16401
107,3592,11,36,16361
108,3622,14,35,16329
109,3660,12,34,16294
110,3698,13,32,16257
111,3738,15,31,16216
112,3773,17,31,16179
113,3824,13,28,16135
114,3882,9,27,16082
115,3924,9,24,16043
116,3964,6,25,16005
117,4008,7,27,15958
118,4064,9,26,15901
119,4099,10,25,15866
120,4154,16,23,15807
121,4202,11,26,15761
122,4235,12,27,15726
123,4283,13,24,15680
124,4322,11,24,15643
125,4368,13,23,15596
126,4401,15,21,15563
127,4443,14,24,15519
128,4489,13,24,15474
129,4523,11,26,15440
130,4574,8,25,15393
131,4618,8,26,15348
132,4640,14,26,15320
133,4671,19,27,15283
134,4724,18,27,15231
135,4764,18,25,15193
136,4804,17,26,15153
137,4840,17,31,15112
138,4875,20,32,15073
139,4906,25,33,15036
140,4939,20,40,15001
141,4984,18,35,14963
142,5017,15,36,14932
143,5041,23,35,14901
144,5079,18,38,14865
145,5111,21,43,14825
146,5154,22,41,14783
147,5195,23,43,14739
148,5222,30,45,14703
149,5266,30,49,14655
150,5281,31,52,14636
151,5314,43,50,14593
152,5337,50,53,14560
153,5362,46,57,14535
154,5382,40,72,14506
155,5419,52,73,14456
156,5446,54,71,14429
157,5480,53,75,14392
158,5502,64,76,14358
159,5526,57,86,14331
160,5550,58,90,14302
161,5576,58,93,14273
162,5594,63,106,14237
163,5604,74,111,14211
164,5630,67,128,14175
165,5644,83,121,14152
166,5640,106,128,14126
167,5663,104,129,14104
168,5668,110,137,14085
169,5677,111,149,14063
170,5696,118,151,14035
171,5701,120,163,14016
172,5704,124,169,14003
173,5708,122,186,13984
174,5704,138,195,13963
175,5702,143,205,13950
176,5676,165,218,13941
177,5666,164,240,13930
178,5651,159,255,13935
179,5648,167,268,13917
180,5646,167,274,13913
181,5622,178,288,13912
182,5593,191,297,13919
183,5573,184,315,13928
184,5550,194,332,13924
185,5539,203,342,13916
186,5528,222,339,13911
187,5495,239,376,13890
188,5477,249,380,13894
189,5446,251,395,13908
190,5400,268,407,13925
191,5359,288,423,13930
192,5303,307,447,13943
193,5249,309,484,13958
194,5210,310,505,13975
195,5164,326,513,13997
196,5098,358,521,14023
197,5034,357,570,14039
198,4978,368,594,14060
199,4902,382,614,14102
200,4840,378,651,14131
201,4762,411,668,14159
202,4702,408,691,14199
203,4638,395,713,14254
204,4553,428,735,14284
205,4467,439,777,14317
206,4405,401,810,14384
207,4311,436,812,14441
208,4205,480,824,14491
209,4109,481,837,14573
210,4008,495,864,14633
211,3933,481,881,14705
212,3824,512,888,14776
213,3756,511,899,14834
214,3685,499,922,14894
215,3649,471,949,14931
216,3588,441,979,14992
217,3505,445,990,15060
218,3452,424,976,15148
219,3380,435,977,15208
220,3301,442,939,15318
221,3253,429,929,15389
222,3212,399,956,15433
223,3168,371,943,15518
224,3123,377,927,15573
225,3094,360,904,15642
226,3044,379,868,15709
