Iteration,S,E,I,R
0,19965,15,19,1
1,19944,35,17,4
2,19930,42,23,5
3,19904,56,31,9
4,19878,66,42,14
5,19840,79,62,19
6,19771,125,77,27
7,19713,146,103,38
8,19616,196,135,53
9,19488,256,181,75
10,19315,356,232,97
11,19098,461,321,120
12,18853,589,388,170
13,18532,744,496,228
14,18057,977,685,281
15,17512,1233,893,362
16,16835,1549,1147,469
17,16011,1932,1445,612
18,15078,2313,1809,800
19,13948,2813,2187,1052
20,12704,3234,2738,1324
21,11302,3671,3364,1663
22,9837,4115,3902,2146
23,8261,4489,4567,2683
24,6834,4648,5252,3266
25,5492,4637,5901,3970
26,4277,4489,6507,4727
27,3268,4235,6971,5526
28,2507,3792,7306,6395
29,1871,3403,7331,7395
30,1437,2892,7337,8334
31,1113,2404,7250,9233
32,891,1969,6969,10171
33,708,1659,6601,11032
34,602,1310,6228,11860
35,519,1051,5812,12618
36,448,851,5309,13392
37,419,676,4809,14096
38,384,564,4352,14700
39,379,475,3922,15224
40,382,382,3522,15714
41,399,330,3121,16150
42,420,282,2804,16494
43,432,235,2489,16844
44,447,205,2208,17140
45,475,160,1977,17388
46,497,141,1756,17606
47,544,130,1552,17774
48,573,119,1357,17951
49,629,105,1197,18069
50,664,96,1071,18169
51,701,90,962,18247
52,746,85,857,18312
53,791,97,761,18351
54,855,79,697,18369
55,907,81,635,18377
56,937,81,559,18423
57,982,69,507,18442
58,1027,69,456,18448
59,1072,68,413,18447
60,1117,64,361,18458
61,1175,55,331,18439
62,1219,55,293,18433
63,1278,51,264,18407
64,1345,52,240,18363
65,1405,49,211,18335
66,1477,42,187,18294
67,1546,42,170,18242
68,1593,35,163,18209
69,1638,37,150,18175
70,1700,32,138,18130
71,1749,27,130,18094
72,1806,25,107,18062
73,1853,30,98,18019
74,1905,31,94,17970
75,1941,34,83,17942
76,2004,22,86,17888
77,2054,19,78,17849
78,2109,21,76,17794
79,2162,16,75,17747
80,2209,18,69,17704
81,2261,20,65,17654
82,2306,19,67,17608
83,2354,17,64,17565
84,2402,19,58,17521
85,2444,18,56,17482
86,2511,15,51,17423
87,2564,15,45,17376
88,2608,16,41,17335
89,2661,17,38,17284
90,2703,13,36,17248
91,2759,12,33,17196
92,2813,10,35,17142
93,2862,12,35,17091
94,2916,12,33,17039
95,2959,12,26,17003
96,3014,12,26,16948
97,3059,13,27,16901
98,3113,12,27,16848
99,3166,12,23,16799
100,3213,9,22,16756
101,3257,3,27,16713
102,3310,6,24,16660
103,3372,9,23,16596
104,3414,11,21,16554
105,3457,8,19,16516
106,3510,8,16,16466
107,3571,7,15,16407
108,3600,9,15,16376
109,3641,5,19,16335
110,3683,7,15,16295
111,3722,7,16,16255
112,3766,8,18,16208
113,3805,6,15,16174
114,3849,7,16,16128
115,3898,7,15,16080
116,3934,6,16,16044
117,3976,7,16,16001
118,4002,10,13,15975
119,4049,8,13,15930
120,4100,3,17,15880
121,4138,8,17,15837
122,4176,9,20,15795
123,4221,10,17,15752
124,4263,8,22,15707
125,4302,11,22,15665
126,4352,11,24,15613
127,4387,7,26,15580
128,4437,7,26,15530
129,4482,7,28,15483
130,4514,8,24,15454
131,4563,9,25,15403
132,4598,9,23,15370
133,4635,9,25,15331
134,4672,16,24,15288
135,4714,17,27,15242
136,4749,17,26,15208
137,4791,19,27,15163
138,4821,20,29,15130
139,4869,23,29,15079
140,4907,18,33,15042
141,4946,15,31,15008
142,4996,18,31,14955
143,5035,20,31,14914
144,5078,25,31,14866
145,5106,24,36,14834
146,5140,30,32,14798
147,5174,30,36,14760
148,5200,30,41,14729
149,5231,29,49,14691
150,5257,33,48,14662
151,5285,35,48,14632
152,5313,35,53,14599
153,5349,37,53,14561
154,5368,36,59,14537
155,5404,42,54,14500
156,5436,42,59,14463
157,5456,44,64,14436
158,5487,39,67,14407
159,5512,42,71,14375
160,5543,38,77,14342
161,5569,46,72,14313
162,5603,44,75,14278
163,5641,47,80,14232
164,5656,53,88,14203
165,5674,58,93,14175
166,5687,55,106,14152
167,5700,63,104,14133
168,5719,65,113,14103
169,5742,74,119,14065
170,5750,78,123,14049
171,5769,86,127,14018
172,5783,87,133,13997
173,5801,100,131,13968
174,5809,115,143,13933
175,5818,108,160,13914
176,5819,119,164,13898
177,5831,122,173,13874
178,5825,133,190,13852
179,5816,138,205,13841
180,5820,144,214,13822
181,5810,151,222,13817
182,5796,166,235,13803
183,5777,161,262,13800
184,5769,170,270,13791
185,5750,190,280,13780
186,5733,181,315,13771
187,5702,213,330,13755
188,5687,224,351,13738
189,5674,217,377,13732
190,5627,248,391,13734
191,5588,267,408,13737
192,5539,281,426,13754
193,5501,278,459,13762
194,5466,288,473,13773
195,5407,308,492,13793
196,5352,330,492,13826
197,5313,349,496,13842
198,5234,375,530,13861
199,5186,355,577,13882
200,5123,353,620,13904
201,5066,344,619,13971
202,4995,381,621,14003
203,4927,410,628,14035
204,4858,415,659,14068
205,4783,418,695,14104
206,4702,426,734,14138
207,4637,427,740,14196
208,4544,463,751,14242
209,4472,478,773,14277
210,4392,465,801,14342
211,4309,474,814,14403
212,4234,475,837,14454
213,4147,486,825,14542
214,4083,475,850,14592
215,3994,471,878,14657
216,3936,469,902,14693
217,3864,462,938,14736
218,3788,458,956,14798
219,3714,464,973,14849
220,3646,468,979,14907
221,3601,451,1000,14948
222,3516,471,975,15038
223,3451,471,961,15117
224,3399,449,967,15185
225,3349,437,970,15244
226,3272,456,947,15325
227,3210,437,977,15376
228,3158,427,950,15465
229,3116,412,966,15506
230,3053,428,954,15565
231,3025,411,968,15596
232,2990,407,949,15654
233,2961,367,949,15723
234,2930,380,929,15761
235,2910,375,895,15820
236,2886,377,867,15870
237,2845,379,856,15920
238,2828,363,869,15940
239,2802,354,865,15979
240,2801,342,824,16033
241,2781,337,802,16080
242,2764,329,787,16120
243,2739,316,768,16177
244,2743,297,765,16195
245,2725,291,751,16233
246,2718,284,735,16263
247,2725,270,722,16283
248,2720,275,695,16310
249,2739,255,686,16320
250,2757,247,658,16338
251,2782,227,646,16345
252,2836,204,635,16325
253,2843,218,604,16335
254,2835,228,589,16348
255,2845,238,566,16351
256,2880,221,566,16333
257,2926,198,553,16323
258,2946,200,526,16328
259,2984,203,506,16307
260,2992,214,499,16295
261,3005,211,486,16298
262,3064,187,474,16275
263,3125,170,459,16246
264,3129,208,444,16219
265,3158,192,442,16208
266,3203,202,427,16168
267,3247,206,419,16128
268,3263,211,406,16120
269,3308,206,404,16082
270,3322,208,413,16057
