Iteration,S,E,I,R
0,19962,18,18,2
1,19948,30,16,6
2,19931,32,27,10
3,19909,47,34,10
4,19877,71,37,15
5,19845,82,52,21
6,19799,104,69,28
7,19744,129,94,33
8,19668,166,116,50
9,19572,214,150,64
10,19412,304,202,82
11,19248,383,265,104
12,19030,480,346,144
13,18745,633,420,202
14,18413,788,537,262
15,17978,1002,680,340
16,17426,1257,879,438
17,16749,1588,1102,561
18,15939,1924,1430,707
19,14983,2355,1753,909
20,13849,2803,2226,1122
21,12562,3310,2692,1436
22,11215,3706,3325,1754
23,9790,4090,3907,2213
24,8344,4376,4571,2709
25,6882,4630,5213,3275
26,5550,4676,5813,3961
27,4394,4494,6414,4698
28,3392,4264,6749,5595
29,2611,3846,7063,6480
30,2019,3389,7156,7436
31,1536,2953,7141,8370
32,1213,2502,7013,9272
33,936,2155,6680,10229
34,755,1754,6385,11106
35,618,1434,6010,11938
36,514,1133,5573,12780
37,457,932,5110,13501
38,412,738,4686,14164
39,387,592,4250,14771
40,370,463,3876,15291
41,375,366,3458,15801
42,381,299,3099,16221
43,386,272,2739,16603
44,424,228,2443,16905
45,455,193,2177,17175
46,494,172,1934,17400
47,522,146,1688,17644
48,545,130,1527,17798
49,583,119,1330,17968
50,629,117,1189,18065
51,673,111,1051,18165
52,707,111,925,18257
53,752,97,829,18322
54,792,88,764,18356
55,819,90,680,18411
56,871,79,612,18438
57,927,86,530,18457
58,980,70,494,18456
59,1001,73,450,18476
60,1027,71,434,18468
61,1091,67,383,18459
62,1135,59,349,18457
63,1191,54,317,18438
64,1249,48,289,18414
65,1293,50,264,18393
66,1345,47,230,18378
67,1393,44,203,18360
68,1462,32,197,18309
69,1531,25,178,18266
70,1584,26,158,18232
71,1637,34,142,18187
72,1687,39,127,18147
73,1744,30,119,18107
74,1805,28,120,18047
75,1863,25,110,18002
76,1919,23,102,17956
77,1967,24,94,17915
78,2014,21,91,17874
79,2077,18,83,17822
80,2132,21,73,17774
81,2181,19,69,17731
82,2220,19,70,17691
83,2270,17,64,17649
84,2318,15,61,17606
85,2374,16,58,17552
86,2418,21,51,17510
87,2461,18,50,17471
88,2511,16,46,17427
89,2569,14,48,17369
90,2625,8,44,17323
91,2668,9,35,17288
92,2714,10,31,17245
93,2761,8,28,17203
94,2813,6,24,17157
95,2860,11,24,17105
96,2914,11,23,17052
97,2963,9,21,17007
98,3019,10,21,16950
99,3077,10,17,16896
100,3123,12,19,16846
101,3168,12,17,16803
102,3219,11,16,16754
103,3268,12,16,16704
104,3323,11,14,16652
105,3386,9,14,16591
106,3431,8,13,16548
107,3479,6,16,16499
108,3536,5,15,16444
109,3586,6,14,16394
110,3633,5,16,16346
111,3681,4,17,16298
112,3726,4,16,16254
113,3779,3,14,16204
114,3828,3,13,16156
115,3882,6,12,16100
116,3934,6,14,16046
117,3982,10,11,15997
118,4033,11,13,15943
119,4076,11,13,15900
120,4107,10,14,15869
121,4156,6,14,15824
122,4185,5,16,15794
123,4233,9,16,15742
124,4289,8,17,15686
125,4333,9,15,15643
126,4373,3,19,15605
127,4422,3,15,15560
128,4469,6,15,15510
129,4513,8,14,15465
130,4567,8,13,15412
131,4605,4,14,15377
132,4655,4,15,15326
133,4713,4,14,15269
134,4754,4,12,15230
135,4794,3,10,15193
136,4844,5,9,15142
137,4883,5,8,15104
138,4928,5,9,15058
139,4968,7,7,15018
140,5016,6,7,14971
141,5058,4,10,14928
142,5101,4,8,14887
143,5142,5,9,14844
144,5199,5,9,14787
145,5237,6,8,14749
146,5297,6,9,14688
147,5326,6,9,14659
148,5372,4,9,14615
149,5404,4,10,14582
150,5439,5,7,14549
151,5465,6,9,14520
152,5499,6,9,14486
153,5542,8,10,14440
154,5579,4,10,14407
155,5617,7,10,14366
156,5658,6,11,14325
157,5692,10,13,14285
158,5727,10,15,14248
159,5768,13,14,14205
160,5803,14,14,14169
161,5837,11,18,14134
162,5875,12,19,14094
163,5920,12,20,14048
164,5957,14,22,14007
165,5993,15,23,13969
166,6039,15,25,13921
167,6073,18,20,13889
168,6100,16,26,13858
169,6124,19,30,13827
170,6158,21,29,13792
171,6190,21,31,13758
172,6215,25,36,13724
173,6236,26,36,13702
174,6263,24,38,13675
175,6298,22,43,13637
176,6317,32,45,13606
177,6336,37,48,13579
178,6366,35,52,13547
179,6393,36,60,13511
180,6409,41,58,13492
181,6431,49,67,13453
