Iteration,S,E,I,R
0,19967,13,16,4
1,19953,21,20,6
2,19931,33,25,11
3,19905,51,29,15
4,19882,60,41,17
5,19850,73,57,20
6,19810,93,72,25
7,19751,131,81,37
8,19681,167,110,42
9,19560,237,146,57
10,19436,283,204,77
11,19260,393,242,105
12,19051,496,319,134
13,18782,636,407,175
14,18431,807,535,227
15,18004,986,704,306
16,17451,1274,885,390
17,16775,1585,1138,502
18,15945,1965,1451,639
19,14972,2390,1809,829
20,13797,2911,2235,1057
21,12581,3348,2738,1333
22,11190,3780,3343,1687
23,9686,4186,3943,2185
24,8225,4438,4643,2694
25,6769,4630,5284,3317
26,5428,4700,5922,3950
27,4255,4516,6480,4749
28,3310,4219,6875,5596
29,2500,3878,7156,6466
30,1922,3363,7336,7379
31,1437,2928,7323,8312
32,1088,2483,7167,9262
33,846,2046,6879,10229
34,673,1667,6536,11124
35,558,1362,6105,11975
36,487,1081,5664,12768
37,423,850,5244,13483
38,377,699,4729,14195
39,357,569,4276,14798
40,336,452,3900,15312
41,346,376,3516,15762
42,373,306,3124,16197
43,385,266,2774,16575
44,401,217,2482,16900
45,420,196,2204,17180
46,452,167,1931,17450
47,490,145,1721,17644
48,512,128,1553,17807
49,539,122,1406,17933
50,585,112,1228,18075
51,623,88,1095,18194
52,677,82,973,18268
53,711,89,859,18341
54,762,77,759,18402
55,805,71,683,18441
56,847,70,613,18470
57,897,69,558,18476
58,941,67,491,18501
59,978,58,438,18526
60,1015,56,387,18542
61,1056,53,358,18533
62,1099,61,319,18521
63,1157,56,293,18494
64,1217,52,274,18457
65,1256,44,263,18437
66,1298,38,230,18434
67,1346,38,217,18399
68,1408,34,192,18366
69,1448,36,165,18351
70,1505,28,155,18312
71,1550,31,143,18276
72,1603,35,130,18232
73,1647,28,121,18204
74,1689,34,109,18168
75,1739,22,107,18132
76,1797,19,102,18082
77,1847,21,91,18041
78,1918,24,80,17978
79,1982,21,71,17926
80,2032,24,68,17876
81,2093,25,68,17814
82,2144,21,68,17767
83,2202,24,65,17709
84,2240,21,66,17673
85,2280,22,65,17633
86,2319,29,58,17594
87,2358,23,56,17563
88,2421,19,59,17501
89,2460,12,57,17471
90,2511,10,55,17424
91,2562,10,48,17380
92,2612,14,46,17328
93,2666,16,40,17278
94,2727,13,38,17222
95,2784,14,33,17169
96,2846,15,34,17105
97,2890,17,37,17056
98,2939,17,30,17014
99,2999,15,27,16959
100,3045,12,25,16918
101,3087,10,27,16876
102,3128,14,31,16827
103,3182,15,26,16777
104,3239,12,24,16725
105,3293,9,25,16673
106,3326,11,25,16638
107,3377,13,23,16587
108,3419,12,25,16544
