Iteration,S,E,I,R
0,19961,19,18,2
1,19948,26,22,4
2,19921,47,26,6
3,19897,56,35,12
4,19869,70,43,18
5,19822,96,60,22
6,19779,110,79,32
7,19695,161,98,46
8,19625,186,127,62
9,19525,236,163,76
10,19374,316,215,95
11,19195,426,260,119
12,18967,532,347,154
13,18654,702,449,195
14,18290,873,575,262
15,17846,1077,752,325
16,17268,1345,954,433
17,16548,1679,1217,556
18,15703,2092,1483,722
19,14640,2544,1885,931
20,13459,3012,2338,1191
21,12115,3507,2887,1491
22,10708,3956,3413,1923
23,9302,4253,4060,2385
24,7895,4467,4690,2948
25,6450,4681,5321,3548
26,5132,4675,5991,4202
27,3991,4502,6522,4985
28,3071,4186,6969,5774
29,2343,3753,7162,6742
30,1801,3223,7242,7734
31,1336,2800,7192,8672
32,1032,2340,7095,9533
33,827,1890,6863,10420
34,670,1555,6480,11295
35,573,1224,6115,12088
36,493,994,5662,12851
37,439,791,5198,13572
38,394,648,4736,14222
39,396,497,4293,14814
40,376,411,3885,15328
41,387,346,3463,15804
42,382,292,3087,16239
43,379,261,2772,16588
44,394,227,2446,16933
45,413,188,2225,17174
46,424,154,1964,17458
47,459,132,1747,17662
48,501,127,1545,17827
49,533,109,1376,17982
50,569,101,1219,18111
51,604,94,1079,18223
52,636,94,941,18329
53,673,84,836,18407
54,714,82,732,18472
55,758,73,658,18511
56,791,61,574,18574
57,840,66,510,18584
58,898,62,428,18612
59,954,60,388,18598
60,999,64,341,18596
61,1063,60,296,18581
62,1116,51,276,18557
63,1157,46,254,18543
64,1208,47,235,18510
65,1268,46,206,18480
66,1335,47,189,18429
67,1405,36,173,18386
68,1459,34,151,18356
69,1510,32,137,18321
70,1578,32,123,18267
71,1636,27,114,18223
72,1698,25,104,18173
73,1752,27,97,18124
74,1798,27,91,18084
75,1841,31,87,18041
76,1891,25,89,17995
77,1940,28,83,17949
78,1987,28,77,17908
79,2023,25,79,17873
80,2061,24,77,17838
81,2118,24,68,17790
82,2179,19,69,17733
83,2230,20,66,17684
84,2282,21,62,17635
85,2340,21,62,17577
86,2398,23,51,17528
87,2451,19,51,17479
88,2497,21,49,17433
89,2549,22,47,17382
90,2601,20,44,17335
91,2652,19,45,17284
92,2711,17,42,17230
93,2770,15,41,17174
94,2809,16,46,17129
95,2852,20,41,17087
96,2894,21,37,17048
97,2953,22,36,16989
98,2995,22,36,16947
99,3052,16,42,16890
100,3094,20,40,16846
101,3137,19,40,16804
102,3197,18,41,16744
103,3241,21,39,16699
104,3306,17,39,16638
105,3366,19,38,16577
106,3424,17,41,16518
107,3475,17,31,16477
108,3529,12,33,16426
109,3575,17,29,16379
110,3611,18,27,16344
111,3659,23,23,16295
112,3704,17,30,16249
113,3748,15,31,16206
114,3815,12,29,16144
115,3879,11,28,16082
116,3915,7,34,16044
117,3962,9,33,15996
118,4005,11,31,15953
119,4065,16,31,15888
120,4106,23,27,15844
121,4145,22,26,15807
122,4198,24,26,15752
123,4247,25,27,15701
124,4292,25,34,15649
125,4333,27,36,15604
126,4371,24,38,15567
127,4410,28,38,15524
128,4434,33,42,15491
129,4468,29,46,15457
130,4509,26,48,15417
131,4558,19,54,15369
132,4593,25,45,15337
133,4629,29,42,15300
134,4664,27,47,15262
135,4694,25,51,15230
136,4735,25,52,15188
137,4764,26,48,15162
138,4803,26,51,15120
139,4831,35,47,15087
140,4871,33,54,15042
141,4907,32,56,15005
142,4938,35,58,14969
143,4971,34,60,14935
144,5004,37,60,14899
145,5026,46,60,14868
146,5069,41,65,14825
147,5099,40,70,14791
148,5121,40,68,14771
149,5146,41,72,14741
150,5193,35,77,14695
151,5215,42,82,14661
152,5259,43,77,14621
153,5274,45,83,14598
154,5304,50,75,14571
155,5336,50,81,14533
156,5354,55,81,14510
157,5383,51,91,14475
158,5401,65,91,14443
159,5435,57,94,14414
160,5458,54,97,14391
161,5491,63,92,14354
162,5502,80,95,14323
163,5500,85,106,14309
164,5530,88,113,14269
165,5542,81,129,14248
166,5556,81,137,14226
167,5560,88,148,14204
