Iteration,S,E,I,R
0,19970,10,20,0
1,19957,20,19,4
2,19940,33,19,8
3,19925,40,23,12
4,19895,57,33,15
5,19861,68,51,20
6,19816,89,65,30
7,19754,118,86,42
8,19665,172,115,48
9,19567,219,153,61
10,19422,308,192,78
11,19252,394,257,97
12,19042,498,330,130
13,18789,616,426,169
14,18431,819,523,227
15,17968,1033,716,283
16,17438,1268,897,397
17,16753,1580,1145,522
18,15956,1920,1462,662
19,14977,2310,1854,859
20,13812,2825,2271,1092
21,12476,3345,2774,1405
22,11026,3888,3317,1769
23,9532,4270,3973,2225
24,8085,4464,4740,2711
25,6725,4554,5305,3416
26,5318,4696,5815,4171
27,4196,4536,6333,4935
28,3199,4219,6785,5797
29,2443,3856,7028,6673
30,1914,3319,7196,7571
31,1469,2860,7126,8545
32,1148,2424,6987,9441
33,914,2024,6659,10403
34,743,1634,6295,11328
35,616,1331,5902,12151
36,543,1047,5476,12934
37,457,854,5027,13662
38,415,687,4554,14344
39,375,571,4114,14940
40,381,456,3723,15440
41,389,362,3320,15929
42,396,287,2986,16331
43,412,240,2677,16671
44,427,188,2372,17013
45,456,158,2129,17257
46,484,140,1876,17500
47,514,124,1661,17701
48,538,124,1503,17835
49,591,120,1331,17958
50,621,105,1185,18089
51,660,94,1044,18202
52,703,85,914,18298
53,753,75,831,18341
54,786,64,736,18414
55,813,71,641,18475
56,858,73,556,18513
57,896,67,501,18536
58,951,59,448,18542
59,1004,53,405,18538
60,1061,48,365,18526
61,1105,54,324,18517
62,1166,50,298,18486
63,1209,46,266,18479
64,1275,38,250,18437
65,1334,38,228,18400
66,1388,41,209,18362
67,1472,28,194,18306
68,1531,27,173,18269
69,1577,30,156,18237
70,1634,31,148,18187
71,1705,26,130,18139
72,1759,27,120,18094
73,1813,24,109,18054
74,1859,27,94,18020
75,1913,26,87,17974
76,1960,25,78,17937
77,2015,23,73,17889
78,2061,21,68,17850
79,2108,19,73,17800
80,2169,17,68,17746
81,2233,15,63,17689
82,2287,15,54,17644
83,2336,21,48,17595
84,2395,18,44,17543
85,2446,17,42,17495
86,2499,15,44,17442
87,2550,17,42,17391
88,2593,20,39,17348
89,2634,20,40,17306
90,2679,17,40,17264
91,2733,20,35,17212
92,2797,20,37,17146
93,2844,20,35,17101
94,2888,21,32,17059
95,2924,22,31,17023
96,2960,20,37,16983
97,3015,19,38,16928
98,3063,21,32,16884
99,3110,18,38,16834
100,3151,22,38,16789
101,3198,27,30,16745
102,3233,19,33,16715
103,3292,17,34,16657
104,3343,14,31,16612
105,3388,16,30,16566
