Iteration,S,E,I,R
0,19963,17,17,3
1,19951,24,20,5
2,19935,34,25,6
3,19913,47,30,10
4,19893,56,38,13
5,19853,86,45,16
6,19812,94,68,26
7,19754,121,87,38
8,19672,176,107,45
9,19580,214,146,60
10,19463,274,186,77
11,19302,358,241,99
12,19077,479,315,129
13,18777,634,412,177
14,18402,823,549,226
15,17942,1039,711,308
16,17395,1290,918,397
17,16711,1607,1167,515
18,15827,2018,1510,645
19,14840,2478,1815,867
20,13681,2913,2306,1100
21,12398,3371,2832,1399
22,10989,3834,3402,1775
23,9519,4207,4048,2226
24,7983,4559,4706,2752
25,6550,4718,5370,3362
26,5243,4664,6026,4067
27,4142,4453,6566,4839
28,3186,4149,6941,5724
29,2404,3765,7225,6606
30,1824,3270,7331,7575
31,1396,2852,7218,8534
32,1072,2381,7080,9467
33,835,1960,6844,10361
34,676,1587,6504,11233
35,561,1266,6113,12060
36,466,1003,5696,12835
37,426,810,5196,13568
38,408,624,4770,14198
39,388,489,4312,14811
40,371,409,3868,15352
41,396,335,3490,15779
42,399,280,3147,16174
43,407,249,2815,16529
44,412,208,2512,16868
45,442,195,2237,17126
46,467,174,1990,17369
47,484,142,1795,17579
48,521,123,1614,17742
49,522,138,1411,17929
50,552,119,1260,18069
51,601,91,1128,18180
52,641,92,986,18281
53,701,80,882,18337
54,760,72,786,18382
55,812,80,683,18425
56,860,78,600,18462
57,909,67,556,18468
58,950,64,502,18484
59,1000,71,466,18463
60,1050,65,420,18465
61,1092,66,373,18469
62,1146,58,349,18447
63,1201,62,308,18429
64,1262,59,274,18405
65,1324,45,253,18378
66,1404,45,233,18318
67,1452,38,214,18296
68,1515,43,184,18258
69,1572,40,177,18211
70,1625,40,167,18168
71,1672,39,157,18132
72,1726,39,144,18091
73,1791,34,125,18050
74,1848,24,126,18002
75,1904,26,108,17962
76,1952,26,105,17917
77,1995,32,89,17884
78,2053,29,89,17829
79,2105,32,80,17783
80,2167,33,75,17725
81,2201,36,72,17691
