Iteration,S,E,I,R
0,19964,16,17,3
1,19950,26,20,4
2,19930,39,24,7
3,19907,53,32,8
4,19886,60,46,8
5,19846,85,55,14
6,19789,118,71,22
7,19738,137,92,33
8,19652,186,116,46
9,19540,238,157,65
10,19411,309,190,90
11,19235,393,265,107
12,18976,531,354,139
13,18699,670,453,178
14,18328,854,583,235
15,17851,1067,771,311
16,17235,1370,974,421
17,16498,1702,1236,564
18,15606,2117,1536,741
19,14613,2531,1921,935
20,13412,3000,2415,1173
21,12033,3493,2980,1494
22,10637,3893,3577,1893
23,9142,4262,4238,2358
24,7608,4641,4859,2892
25,6152,4804,5538,3506
26,4878,4662,6218,4242
27,3817,4446,6682,5055
28,2898,4143,7024,5935
29,2215,3665,7322,6798
30,1676,3236,7294,7794
31,1270,2730,7231,8769
32,987,2248,7047,9718
33,781,1831,6764,10624
34,637,1476,6421,11466
35,527,1221,5984,12268
36,469,958,5553,13020
37,426,754,5124,13696
38,390,591,4678,14341
39,398,447,4267,14888
40,391,367,3859,15383
41,390,286,3467,15857
42,397,254,3032,16317
43,408,209,2696,16687
44,427,177,2393,17003
45,453,168,2122,17257
46,486,145,1888,17481
47,525,124,1665,17686
48,531,120,1479,17870
49,575,95,1326,18004
50,616,93,1155,18136
51,661,95,1016,18228
52,702,86,905,18307
53,738,81,814,18367
54,776,86,724,18414
55,810,83,655,18452
56,867,85,588,18460
57,920,73,515,18492
58,973,74,462,18491
59,1018,70,419,18493
60,1073,65,371,18491
61,1112,65,332,18491
62,1158,72,293,18477
63,1211,67,267,18455
64,1266,53,252,18429
65,1328,45,242,18385
66,1387,44,226,18343
67,1436,45,199,18320
68,1505,36,191,18268
69,1557,32,164,18247
70,1623,26,142,18209
71,1675,26,129,18170
72,1730,27,120,18123
73,1789,22,108,18081
74,1841,19,107,18033
75,1887,19,94,18000
76,1945,16,88,17951
77,2014,18,79,17889
78,2065,21,69,17845
79,2128,17,68,17787
80,2172,18,54,17756
81,2240,17,53,17690
82,2287,17,52,17644
83,2339,13,51,17597
84,2374,17,45,17564
85,2434,14,50,17502
86,2489,19,47,17445
87,2529,15,52,17404
88,2590,13,49,17348
89,2647,15,46,17292
90,2688,16,44,17252
91,2752,15,34,17199
92,2820,12,33,17135
93,2869,12,30,17089
94,2941,12,28,17019
95,2987,7,32,16974
96,3035,14,28,16923
97,3079,10,30,16881
98,3117,12,29,16842
99,3153,17,24,16806
100,3209,15,27,16749
101,3240,14,26,16720
102,3288,12,27,16673
103,3347,9,26,16618
104,3393,9,22,16576
105,3448,9,20,16523
106,3502,8,19,16471
107,3537,9,18,16436
108,3583,9,17,16391
109,3635,6,19,16340
110,3681,4,19,16296
111,3722,6,19,16253
112,3765,6,20,16209
113,3813,7,15,16165
114,3861,6,15,16118
115,3911,7,18,16064
116,3948,9,18,16025
117,3992,8,17,15983
118,4048,8,15,15929
119,4102,5,17,15876
120,4146,7,15,15832
121,4186,13,14,15787
122,4217,14,17,15752
123,4241,11,19,15729
124,4283,11,17,15689
125,4334,9,16,15641
