Iteration,S,E,I,R
0,19969,11,19,1
1,19955,20,23,2
2,19938,32,21,9
3,19919,40,29,12
4,19898,50,38,14
5,19863,69,50,18
6,19820,93,55,32
7,19771,117,70,42
8,19708,145,96,51
9,19630,174,131,65
10,19503,250,173,74
11,19354,334,212,100
12,19146,439,291,124
13,18900,553,380,167
14,18571,740,474,215
15,18183,900,635,282
16,17674,1152,811,363
17,17010,1489,1020,481
18,16252,1845,1284,619
19,15379,2212,1623,786
20,14265,2676,2061,998
21,12994,3200,2536,1270
22,11642,3651,3107,1600
23,10149,4112,3752,1987
24,8612,4482,4402,2504
25,7182,4655,5064,3099
26,5822,4697,5728,3753
27,4574,4640,6273,4513
28,3548,4393,6725,5334
29,2686,3988,7101,6225
30,2023,3515,7308,7154
31,1562,3021,7291,8126
32,1201,2569,7168,9062
33,925,2127,6930,10018
34,750,1718,6589,10943
35,621,1373,6225,11781
36,524,1104,5798,12574
37,469,920,5326,13285
38,419,740,4878,13963
39,392,603,4418,14587
40,385,476,4011,15128
41,371,384,3614,15631
42,354,322,3234,16090
43,383,252,2944,16421
44,415,207,2620,16758
45,429,189,2322,17060
46,457,159,2096,17288
47,487,137,1875,17501
48,525,125,1658,17692
49,558,108,1477,17857
50,600,100,1301,17999
51,641,92,1161,18106
52,682,95,1042,18181
53,722,81,939,18258
54,767,79,808,18346
55,799,86,715,18400
56,845,84,640,18431
57,883,81,593,18443
58,931,76,538,18455
59,974,73,494,18459
60,1026,72,454,18448
61,1075,60,422,18443
62,1128,57,379,18436
63,1164,63,349,18424
64,1222,60,311,18407
65,1259,61,283,18397
66,1310,55,265,18370
67,1355,55,230,18360
68,1406,49,206,18339
69,1471,43,192,18294
70,1523,40,174,18263
71,1567,37,174,18222
72,1615,43,156,18186
73,1676,38,139,18147
74,1734,33,124,18109
75,1802,26,119,18053
76,1858,29,98,18015
77,1922,27,89,17962
78,1980,18,82,17920
79,2057,12,83,17848
80,2107,16,74,17803
81,2158,20,71,17751
82,2222,15,67,17696
83,2274,16,59,17651
84,2319,17,57,17607
85,2362,14,53,17571
86,2437,10,46,17507
87,2496,12,35,17457
88,2547,11,37,17405
89,2608,10,31,17351
90,2672,11,28,17289
91,2715,12,27,17246
92,2767,12,29,17192
93,2808,13,28,17151
94,2879,11,30,17080
95,2922,13,28,17037
96,2982,11,27,16980
97,3030,11,27,16932
98,3085,12,24,16879
99,3137,13,22,16828
100,3195,13,23,16769
101,3241,10,24,16725
102,3301,9,25,16665
103,3365,10,21,16604
104,3409,10,20,16561
105,3474,9,18,16499
106,3523,11,19,16447
107,3564,7,21,16408
108,3612,8,18,16362
109,3651,7,20,16322
110,3703,8,19,16270
111,3747,6,19,16228
112,3793,12,15,16180
113,3843,12,17,16128
114,3889,9,19,16083
115,3936,8,20,16036
116,3993,10,21,15976
117,4044,7,18,15931
118,4093,5,20,15882
119,4145,3,20,15832
120,4194,3,19,15784
121,4236,9,17,15738
122,4285,7,19,15689
123,4325,8,19,15648
124,4366,7,19,15608
125,4402,8,19,15571
126,4435,12,17,15536
127,4459,13,17,15511
128,4506,13,18,15463
129,4546,14,17,15423
130,4588,11,23,15378
131,4621,17,20,15342
132,4666,15,23,15296
133,4708,14,31,15247
134,4742,15,31,15212
135,4781,14,35,15170
136,4808,15,38,15139
137,4840,11,37,15112
138,4878,11,35,15076
139,4906,15,33,15046
140,4943,18,36,15003
141,4975,19,29,14977
142,5016,21,30,14933
143,5062,20,33,14885
144,5100,20,32,14848
145,5132,21,28,14819
146,5166,15,30,14789
147,5189,17,31,14763
148,5231,14,29,14726
149,5254,17,25,14704
150,5292,21,25,14662
151,5334,19,28,14619
152,5380,15,28,14577
153,5421,22,30,14527
154,5461,17,31,14491
155,5491,23,25,14461
156,5525,22,29,14424
157,5552,18,36,14394
158,5572,32,39,14357
159,5600,34,39,14327
160,5646,30,48,14276
161,5694,36,48,14222
162,5718,32,59,14191
163,5738,33,66,14163
164,5761,40,64,14135
165,5785,50,63,14102
166,5820,49,69,14062
167,5841,52,68,14039
168,5855,61,79,14005
169,5860,69,87,13984
170,5887,63,106,13944
171,5908,59,118,13915
172,5921,75,114,13890
173,5945,86,108,13861
174,5956,93,120,13831
175,5969,97,137,13797
176,5980,99,146,13775
177,5982,110,149,13759
178,5990,104,166,13740
179,6000,106,185,13709
180,6015,97,196,13692
181,6013,117,184,13686
182,6016,121,201,13662
183,6016,134,209,13641
184,6010,134,227,13629
185,5996,160,228,13616
186,5972,178,257,13593
187,5956,184,270,13590
188,5932,178,289,13601
189,5914,182,309,13595
190,5868,208,326,13598
191,5834,224,343,13599
192,5770,260,357,13613
193,5731,264,384,13621
194,5692,280,412,13616
195,5649,289,433,13629
196,5611,296,443,13650
197,5532,343,460,13665
198,5492,332,495,13681
199,5432,350,518,13700
200,5369,358,529,13744
201,5310,350,554,13786
202,5256,350,580,13814
203,5170,374,593,13863
204,5095,390,599,13916
205,4998,424,629,13949
206,4910,419,678,13993
207,4814,437,710,14039
208,4701,448,751,14100
209,4611,460,759,14170
210,4527,462,784,14227
211,4445,474,790,14291
212,4377,464,807,14352
213,4302,444,826,14428
214,4234,448,831,14487
215,4123,492,806,14579
216,4045,493,832,14630
217,3951,482,901,14666
218,3866,489,934,14711
219,3767,500,945,14788
220,3695,506,963,14836
221,3646,493,996,14865
222,3584,453,1025,14938
223,3502,465,1007,15026
224,3422,467,994,15117
225,3356,464,999,15181
226,3282,482,982,15254
227,3208,488,960,15344
228,3161,463,954,15422
229,3097,455,968,15480
230,3028,442,957,15573
231,2961,429,957,15653
232,2914,398,989,15699
233,2910,379,949,15762
234,2860,390,945,15805
235,2828,363,932,15877
236,2784,369,916,15931
237,2746,375,881,15998
238,2745,342,870,16043
239,2719,349,852,16080
240,2693,331,840,16136
241,2672,337,804,16187
242,2654,326,791,16229
243,2648,305,778,16269
244,2660,292,737,16311
245,2667,302,703,16328
246,2693,291,697,16319
247,2706,275,678,16341
248,2730,251,684,16335
249,2745,246,654,16355
250,2736,252,638,16374
251,2747,241,624,16388
252,2772,235,621,16372
253,2782,237,594,16387
254,2797,245,571,16387
255,2826,240,527,16407
256,2854,228,522,16396
257,2899,211,507,16383
258,2943,208,483,16366
259,2967,194,491,16348
260,3014,181,484,16321
261,3053,178,477,16292
262,3095,187,446,16272
263,3132,190,438,16240
264,3196,184,421,16199
265,3244,176,409,16171
266,3285,168,411,16136
267,3303,170,410,16117
268,3334,175,405,16086
269,3359,178,398,16065
270,3392,185,402,16021
271,3430,194,407,15969
272,3473,185,410,15932
273,3485,194,397,15924
274,3509,182,407,15902
275,3539,186,409,15866
276,3552,192,408,15848
277,3583,183,423,15811
278,3614,185,427,15774
279,3641,183,420,15756
280,3679,192,399,15730
281,3704,203,395,15698
282,3748,190,405,15657
283,3755,195,417,15633
284,3804,195,405,15596
285,3813,203,406,15578
286,3824,204,408,15564
287,3855,202,405,15538
288,3850,224,401,15525
289,3857,240,403,15500
290,3894,231,419,15456
291,3905,228,435,15432
292,3908,244,428,15420
293,3940,227,454,15379
294,3973,223,464,15340
295,3990,230,448,15332
296,4020,225,451,15304
297,4050,227,453,15270
298,4049,234,459,15258
299,4053,240,463,15244
300,4094,225,474,15207
301,4089,229,491,15191
302,4099,239,492,15170
303,4118,251,484,15147
304,4131,254,504,15111
305,4146,252,497,15105
306,4139,258,508,15095
307,4165,275,515,15045
308,4195,258,520,15027
309,4178,288,529,15005
310,4181,301,541,14977
311,4183,319,546,14952
312,4165,327,561,14947
313,4182,317,577,14924
314,4173,334,573,14920
315,4157,317,610,14916
316,4148,332,616,14904
317,4148,334,625,14893
