Iteration,S,E,I,R
0,19967,13,17,3
1,19957,21,16,6
2,19948,25,21,6
3,19934,29,29,8
4,19915,42,30,13
5,19890,52,40,18
6,19857,75,41,27
7,19817,97,51,35
8,19766,126,70,38
9,19712,154,89,45
10,19625,200,114,61
11,19519,251,151,79
12,19396,307,197,100
13,19234,389,257,120
14,19020,487,335,158
15,18725,658,412,205
16,18401,787,544,268
17,17949,1003,709,339
18,17394,1278,890,438
19,16711,1631,1104,554
20,15891,1978,1409,722
21,14954,2356,1776,914
22,13830,2795,2254,1121
23,12484,3307,2762,1447
24,11066,3821,3327,1786
25,9547,4253,3980,2220
26,8113,4497,4623,2767
27,6725,4613,5305,3357
28,5417,4682,5797,4104
29,4270,4553,6285,4892
30,3324,4219,6759,5698
31,2582,3800,7013,6605
32,1966,3302,7220,7512
33,1498,2859,7214,8429
34,1202,2389,7040,9369
35,950,1997,6783,10270
36,752,1635,6483,11130
37,617,1311,6148,11924
38,537,1039,5669,12755
39,485,852,5202,13461
40,443,694,4714,14149
41,431,556,4259,14754
42,438,456,3844,15262
43,421,380,3442,15757
44,437,314,3090,16159
45,427,286,2733,16554
46,428,247,2454,16871
47,443,222,2183,17152
48,465,197,1951,17387
49,496,187,1756,17561
50,513,163,1573,17751
51,549,143,1402,17906
52,580,131,1237,18052
53,615,122,1092,18171
54,658,103,979,18260
55,703,101,883,18313
56,747,90,798,18365
57,776,89,723,18412
58,830,84,657,18429
59,870,91,583,18456
60,938,70,535,18457
61,994,74,479,18453
62,1042,63,446,18449
63,1103,53,404,18440
64,1157,52,350,18441
65,1216,49,309,18426
66,1285,48,279,18388
67,1352,45,254,18349
68,1408,49,220,18323
69,1447,51,195,18307
70,1495,52,178,18275
71,1549,48,170,18233
72,1607,40,160,18193
73,1652,46,154,18148
74,1701,44,145,18110
75,1760,39,137,18064
76,1802,38,127,18033
77,1855,32,127,17986
78,1906,26,123,17945
79,1972,28,112,17888
80,2024,27,103,17846
81,2066,28,87,17819
82,2113,26,78,17783
83,2175,25,74,17726
84,2224,23,64,17689
85,2285,16,66,17633
86,2339,17,64,17580
87,2400,17,59,17524
88,2447,19,59,17475
89,2507,21,55,17417
90,2557,19,48,17376
91,2598,21,45,17336
92,2650,19,48,17283
93,2699,18,49,17234
94,2732,21,49,17198
95,2786,23,44,17147
96,2834,20,40,17106
97,2874,18,42,17066
98,2910,21,40,17029
99,2969,14,42,16975
100,3009,18,40,16933
101,3063,15,43,16879
102,3114,15,33,16838
103,3173,15,28,16784
104,3221,13,25,16741
105,3269,12,24,16695
106,3324,13,22,16641
107,3373,13,23,16591
108,3425,12,26,16537
109,3465,10,23,16502
110,3508,12,23,16457
111,3561,15,22,16402
112,3611,12,22,16355
113,3662,11,21,16306
114,3711,12,22,16255
115,3759,17,20,16204
116,3787,15,21,16177
117,3835,12,22,16131
118,3880,7,26,16087
119,3917,9,22,16052
120,3963,11,17,16009
121,4005,9,18,15968
122,4051,12,14,15923
123,4090,10,16,15884
124,4133,13,15,15839
125,4172,9,18,15801
126,4202,11,22,15765
127,4245,10,22,15723
128,4293,13,19,15675
129,4333,7,26,15634
130,4364,8,24,15604
131,4400,10,26,15564
132,4433,11,25,15531
133,4459,13,28,15500
134,4502,13,28,15457
135,4539,16,25,15420
136,4566,19,21,15394
137,4604,19,24,15353
138,4636,21,23,15320
139,4671,15,25,15289
140,4715,13,30,15242
141,4763,14,29,15194
142,4800,16,24,15160
143,4835,14,30,15121
144,4877,14,30,15079
145,4908,18,29,15045
146,4951,17,24,15008
147,4990,16,23,14971
148,5023,15,23,14939
149,5063,10,28,14899
150,5104,12,29,14855
151,5141,13,28,14818
152,5179,11,24,14786
153,5215,15,25,14745
154,5245,16,25,14714
155,5268,24,26,14682
156,5311,18,27,14644
157,5346,17,24,14613
158,5374,18,31,14577
159,5398,19,35,14548
160,5418,27,37,14518
161,5450,33,38,14479
162,5480,29,49,14442
163,5504,37,46,14413
164,5545,42,44,14369
165,5573,40,51,14336
166,5598,43,53,14306
167,5613,40,67,14280
168,5647,40,74,14239
169,5661,47,80,14212
170,5690,51,83,14176
171,5718,58,77,14147
172,5740,69,75,14116
173,5755,67,84,14094
174,5773,67,92,14068
175,5784,79,93,14044
176,5788,83,99,14030
177,5810,72,111,14007
178,5822,70,117,13991
179,5849,78,114,13959
180,5877,75,118,13930
181,5895,81,125,13899
182,5909,78,139,13874
183,5919,82,140,13859
184,5921,90,153,13836
185,5931,92,174,13803
186,5929,113,159,13799
187,5957,109,166,13768
188,5961,114,169,13756
189,5959,119,183,13739
190,5954,126,187,13733
191,5949,140,188,13723
192,5943,151,201,13705
193,5943,151,219,13687
194,5906,178,222,13694
195,5886,182,244,13688
196,5861,195,259,13685
197,5856,174,283,13687
198,5829,191,296,13684
199,5804,203,316,13677
200,5764,214,332,13690
201,5729,225,350,13696
202,5686,235,376,13703
203,5632,268,386,13714
204,5587,280,401,13732
205,5541,287,415,13757
206,5505,277,437,13781
207,5450,297,450,13803
208,5406,301,481,13812
209,5350,315,485,13850
210,5275,347,497,13881
211,5208,363,523,13906
212,5152,369,560,13919
213,5102,368,583,13947
214,5025,384,614,13977
215,4974,375,641,14010
216,4876,419,645,14060
217,4795,427,677,14101
218,4720,433,711,14136
219,4648,444,719,14189
220,4560,458,745,14237
221,4479,480,744,14297
222,4404,461,786,14349
223,4334,452,812,14402
224,4241,472,818,14469
225,4152,489,823,14536
226,4082,486,833,14599
227,4027,459,867,14647
228,3955,458,884,14703
229,3875,455,904,14766
230,3776,486,894,14844
231,3695,450,936,14919
232,3621,448,948,14983
233,3551,460,929,15060
234,3509,450,939,15102
235,3456,447,924,15173
236,3416,441,923,15220
237,3347,455,930,15268
238,3273,471,914,15342
239,3206,430,951,15413
240,3138,454,934,15474
241,3079,451,932,15538
242,3007,468,924,15601
243,2976,437,913,15674
244,2941,410,935,15714
245,2923,374,948,15755
246,2890,374,907,15829
247,2857,366,904,15873
248,2850,332,905,15913
249,2822,317,863,15998
250,2809,326,829,16036
251,2799,324,791,16086
252,2790,305,779,16126
253,2775,312,753,16160
254,2755,300,743,16202
255,2750,307,715,16228
256,2765,294,705,16236
257,2791,274,681,16254
